Open,High,Low,Volume,PriceCategory
0.3,0.3049796614101332,0.2973612141008902,1863.3,Low
0.3,0.3008534772720204,0.2950589067035232,367.2,Low
0.3,0.3050762859727431,0.2951774075009541,388.8,Low
0.3,0.3008477609249955,0.2985302157544682,1032.3,Low
0.3,0.3058658189505763,0.2976247838300901,690.9,Low
0.3,0.3029713118493919,0.2988090150476055,1842.9,Low
0.3,0.3058675382026849,0.2991864300672465,488.1,Low
0.3,0.3037476194625467,0.2965410988384052,1872.9,Low
0.3,0.3045138024025703,0.2978788942185769,2003.1,Low
0.3,0.3005233704158496,0.296771971465801,2803.5,Low
0.3,0.3019119996866855,0.296348913578105,2135.4,Low
0.3,0.300985120398915,0.2962447040746272,1020.0,Low
0.3,0.3019879991258762,0.2943376383218451,1595.1,Low
0.3,0.3009767479980391,0.2983624994477082,459.3,Low
0.3,0.3021125041225457,0.2945809138285892,1975.8,Low
0.3,0.3026612990687336,0.2994075406275512,1305.9,Low
0.3,0.300665640729188,0.2995268178170593,1948.8,Low
0.3,0.3042470910804091,0.2990800220024459,2179.8,Low
0.3,0.3035296282889774,0.2960309718616182,574.8,Low
0.3,0.3018127200983548,0.2966773269504871,1480.2,Low
0.3,0.3032825139047602,0.2987758978562895,2689.2,Low
0.3,0.3008354609113231,0.2988569417996988,2256.6,Low
0.3,0.3035828950246702,0.2966822529419871,1844.1,Low
0.3,0.3055969883261844,0.2942336663770437,2890.8,Low
0.3,0.3021158430289725,0.2986584389661566,1161.0,Low
0.3,0.304104239165793,0.2982229617917169,1701.9,Low
0.3,0.301051247815705,0.2990126752335975,2531.1,Low
0.3,0.3043830650634758,0.2963107694910722,260.1,Low
0.3,0.301949614729799,0.2944174150478021,490.5,Low
0.3,0.3013441907634406,0.2983433136940362,2901.3,Low
0.3,0.3036431237284174,0.2970071987998664,907.8,Low
0.3,0.3004146130132687,0.2945265970162002,2906.4,Low
0.3,0.3050249581665389,0.2956627860987241,606.6,Low
0.3,0.3003267642142975,0.2966887660182523,1574.4,Low
0.3,0.3041635542597385,0.2960559514221435,1005.0,Low
0.3,0.3018390454471953,0.2955342144496644,2039.7,Low
0.3,0.3044906059260988,0.2955476728231191,610.1999999999999,Low
0.3,0.3057844747071694,0.2969356304824194,2204.4,Low
0.3,0.3017178929180637,0.2980955868353226,1708.8,Low
0.3,0.3035840968061817,0.2985248048204853,2408.7,Low
0.3,0.3036746390082495,0.294463900897283,448.2,Low
0.3,0.3035618358630079,0.2993679938309331,429.9,Low
0.3,0.3015715653060515,0.2977786830996058,1034.4,Low
0.3,0.3057306693656468,0.2957667142147548,2399.1,Low
0.3,0.3028486146581204,0.2962796065443687,2516.1,Low
0.3,0.3051245294330854,0.2972306539791821,2378.7,Low
0.3,0.3042870318693098,0.2991058726645693,2376.3,Low
0.3,0.3019953906198742,0.2989046901078233,522.9,Low
0.3,0.3049386475723041,0.2957298196255132,2315.4,Low
0.3,0.3025600827228278,0.2969429292975246,698.4,Low
0.3,0.3053222882235336,0.2977645608335787,672.3,Low
0.3,0.3036132553740244,0.2975636768728289,1269.0,Low
0.3,0.3053258915625726,0.2972564899093661,2379.9,Low
0.3,0.3042474300634432,0.2958065772722927,1975.5,Low
0.3,0.304433949394972,0.2962745975997085,51.3,Low
0.3,0.3031575489769821,0.2992982470168625,2213.7,Low
0.3,0.3057496767179223,0.2988023762032588,2742.0,Low
0.3,0.3039707441356089,0.2992978325845426,177.9,Low
0.3,0.3027159737767816,0.2995028362832007,2190.9,Low
0.3,0.3037564413205291,0.2952767719677133,683.1,Low
0.3,0.3004094012303632,0.294849534226321,541.5,Low
0.3,0.3020189764550449,0.2973277863563111,57.0,Low
0.3,0.3040629891637083,0.2941776075282223,2079.6,Low
0.3,0.3019534423610995,0.2947774930972529,757.1999999999999,Low
0.3,0.3038226879452934,0.294795805249912,2500.2,Low
0.3,0.3027439815953909,0.2976070489203822,456.6,Low
0.3,0.3010722021660679,0.2942602211703052,2830.8,Low
0.3,0.3020002092579493,0.2954310998798869,1404.9,Low
0.3,0.3035487999909972,0.2976839531540859,2572.5,Low
0.3,0.3036679747391146,0.2946336525045137,1723.5,Low
0.3,0.3035736539184426,0.2996765598901987,2244.9,Low
0.3,0.3040232446731857,0.2964419310649668,1884.3,Low
0.3,0.3040169886390096,0.2967350150798875,112.2,Low
0.3,0.3027590850819736,0.2992337973389775,1525.5,Low
0.3,0.305410315596351,0.2947845680098347,2968.5,Low
0.3,0.302395102659273,0.2980942463446087,1103.7,Low
0.3,0.302784430074014,0.2975548045471176,1095.9,Low
0.3,0.3053839631235893,0.2969916255377524,2528.4,Low
0.3,0.3048953057375627,0.2950434714663073,1394.4,Low
0.3,0.3043121649261801,0.2963088532245941,1857.0,Low
0.3,0.3008712932576801,0.2964854439398935,1389.0,Low
0.3,0.3055410508983446,0.2976344478172241,635.6999999999999,Low
0.3,0.3043711754074299,0.2981057973707872,932.1,Low
0.3,0.3059934279374368,0.296974714677958,1209.9,Low
0.3,0.3011518553365505,0.29824231886742,691.5,Low
0.3,0.3052483185269988,0.2977647848022356,219.6,Low
0.3,0.3012262097276553,0.2971898548908031,1210.8,Low
0.3,0.3038086895164179,0.2948920450729563,2469.9,Low
0.3,0.3010057739022418,0.2943960894845447,306.3,Low
0.3,0.3051336469071367,0.2949704741935309,1885.8,Low
0.3,0.3049017180647325,0.2967035116251093,2325.0,Low
0.3,0.3035438742101032,0.2956441236562226,2910.3,Low
0.3,0.3026209447941881,0.297789310927499,1904.7,Low
0.3,0.3006942518740942,0.2970825775414406,437.4,Low
0.3,0.304275344006924,0.2943392089588209,1604.4,Low
0.3,0.3028851932912649,0.2976767993640289,627.9,Low
0.3,0.304415716916981,0.2987139816396329,1820.4,Low
0.3,0.3052383792577932,0.2970090638749975,1739.7,Low
0.3,0.3058604725785164,0.2959802277728879,367.8,Low
0.3,0.3051780790516378,0.2989788687190916,254.7,Low
0.3,0.3003667702798545,0.2990040219135661,2312.7,Low
0.3,0.3023518749675266,0.2979689391216454,475.8,Low
0.3,0.3044609462058171,0.2945264001220294,2367.9,Low
0.3,0.3012782891603902,0.2958547580493401,1930.2,Low
0.3,0.3032699086553635,0.2984349753086334,1163.1,Low
0.3,0.3006097265335337,0.296260120904455,1624.2,Low
0.3,0.3014399801919095,0.2959366329472721,2007.9,Low
0.3,0.3004055742284255,0.2967185883245252,1758.3,Low
0.3,0.3048240769091372,0.2953715199749372,616.8,Low
0.3,0.3015763707219441,0.2995589877646428,2556.0,Low
0.3,0.3022685045799723,0.2986106318055074,155.4,Low
0.3,0.3055900633727539,0.2941916810567768,2009.1,Low
0.3,0.3043151620909641,0.296862881989986,1442.7,Low
0.3,0.3004814818983284,0.2992638656491568,2402.1,Low
0.3,0.3012387566920381,0.2979433757657574,399.0,Low
0.3,0.3038424268885486,0.2996898973988116,2178.0,Low
0.3,0.3035902029550437,0.2963973388212519,1908.0,Low
0.3,0.3016559890818346,0.2940029739744324,803.6999999999999,Low
0.3,0.3056250197881713,0.2963364328641298,1972.2,Low
0.3,0.3037996059490056,0.2962225843057576,941.1,Low
0.3,0.3033531069772422,0.2978319583074499,2119.8,Low
0.3,0.303662486865221,0.2983489144900639,2984.4,Low
0.3,0.3044616955682456,0.2968035075393713,2386.5,Low
0.3,0.3020780864742337,0.2945712188482288,1856.1,Low
0.3,0.3025698600546317,0.2996444187065462,550.8,Low
0.3,0.3014961093691582,0.2964529901992214,2053.8,Low
0.3,0.3013613001335178,0.2972574868937592,1479.0,Low
0.3,0.3056829226229083,0.2961592779558342,2702.4,Low
0.3,0.3045154395317809,0.2949122392506143,1179.0,Low
0.3,0.3030956152091201,0.2971404496980283,2974.2,Low
0.3,0.3015962633794479,0.2984592081447619,157.5,Low
0.3,0.3017498319460912,0.2975533401744923,1672.2,Low
0.3,0.3006307662138461,0.2988418571815902,475.2,Low
0.3,0.3027761747656812,0.2992160744789982,1590.6,Low
0.3,0.3020772365273663,0.2975575048084019,120.0,Low
0.3,0.3042691578862481,0.2961335182672146,1370.7,Low
0.3,0.3024531854839671,0.2982018385843009,1708.2,Low
0.3,0.3013237409620898,0.2944806002910256,2359.8,Low
0.3,0.3004406687518305,0.2957729775931179,2702.1,Low
0.3,0.3006833228993405,0.2957880133173191,2102.7,Low
0.3,0.3041725388089418,0.2957572490940371,286.8,Low
0.3,0.3028860720139694,0.2996903983600978,1222.5,Low
0.3,0.3033585015033196,0.2950658615055293,119.4,Low
0.3,0.3054110263703299,0.2944696308207227,744.0,Low
0.3,0.3059449320001612,0.2995894314927043,2100.3,Low
0.3,0.3015363128110713,0.2962897242548041,2844.0,Low
0.3,0.3040795457576706,0.2958435181102734,1367.4,Low
0.3,0.3018009375474018,0.2985814172885887,926.1,Low
0.3,0.3004177106969546,0.294922195800904,1739.4,Low
0.3,0.3046227583268659,0.2961327609385522,166.79999999999998,Low
0.3,0.302124097759688,0.2984171860820218,2755.5,Low
0.3,0.3024857441967798,0.2941870163347099,778.5,Low
0.3,0.3036534075472555,0.2984695659393581,1325.7,Low
0.3,0.3050369761948463,0.2958320495004808,1940.7,Low
0.3,0.3038851965084695,0.2969988282604984,431.4,Low
0.3,0.3052741087360501,0.2955772765114129,2853.6,Low
0.3,0.3018591895984491,0.2991427729936529,919.5,Low
0.3,0.3048488669533016,0.2942704920434598,2566.2,Low
0.3,0.3013581248825439,0.2985344125243949,270.9,Low
0.3,0.30573091244474,0.2984438115463505,1341.6,Low
0.3,0.3042186831754105,0.2965420373476942,1120.5,Low
0.3,0.3015283937595472,0.297706520398501,2369.7,Low
0.3,0.3057000123657868,0.297179860791788,2935.5,Low
0.3,0.3044658780985899,0.2994885385698004,192.3,Low
0.3,0.3017474673627916,0.2983611586623564,1103.1,Low
0.3,0.3015158782709946,0.2952908612345712,146.4,Low
0.3,0.3032537440694047,0.2945573736220548,823.1999999999999,Low
0.3,0.3004462774929108,0.2983691785752513,1651.8,Low
0.3,0.3014825794300143,0.2952919107016254,1987.2,Low
0.3,0.3027207071718835,0.2995350038494473,1247.7,Low
0.3,0.3024327688879051,0.2994450716036749,122.1,Low
0.3,0.3029423799188794,0.2974598474551966,2318.7,Low
0.3,0.3018824836258799,0.2988569064693124,2592.6,Low
0.3,0.3036446707748115,0.2987530101587309,67.2,Low
0.3,0.3052239769537624,0.2961238369585442,1474.5,Low
0.3,0.3009699315789835,0.2948084636674307,943.5,Low
0.3,0.3032490609107784,0.2952598867218935,1079.4,Low
0.3,0.3010527882061674,0.2977819852923626,2196.3,Low
0.3,0.3043861001827978,0.2947112689879665,774.0,Low
0.3,0.3025575403060015,0.2949043282539133,2775.0,Low
0.3,0.3035229014775935,0.2967119933281041,2148.6,Low
0.3,0.3013446950664202,0.2969875064428093,129.0,Low
0.3,0.3011256322282572,0.2993667642136544,2327.7,Low
0.3,0.303081920799699,0.2988420071029583,121.2,Low
0.3,0.3023269926057447,0.299213144762689,626.1,Low
0.3,0.305660462087941,0.2966973967381803,1953.6,Low
0.3,0.3046623539466997,0.2958431605714761,2589.0,Low
0.3,0.3045673826331481,0.2961729425404529,2100.9,Low
0.3,0.3054512025165518,0.2947245541113044,553.5,Low
0.3,0.3007755078820195,0.2959453962975525,2571.6,Low
0.3,0.3034474970785577,0.2949706661612112,219.0,Low
0.3,0.3036315135930479,0.2988995764479299,1368.9,Low
0.3,0.3057830373577192,0.2987216059747103,2947.5,Low
0.3,0.3019652409027175,0.294465050017007,1783.2,Low
0.3,0.301672724045518,0.2976781833127179,30.3,Low
0.3,0.3008716754709133,0.2984631070295492,1089.3,Low
0.3,0.3003936488886713,0.2945012053588389,2132.7,Low
0.3,0.3055983171057154,0.2941704042109836,71.39999999999999,Low
0.3,0.3041185243155681,0.296064713018569,1372.2,Low
0.3,0.3047753715985318,0.297486469973665,599.4,Low
0.3,0.3019058616027975,0.2957762011942278,1068.9,Low
0.3,0.3036425379472621,0.299611320101654,2755.8,Low
0.3,0.3006645450168895,0.2988751399653439,536.4,Low
0.3,0.3030680772968273,0.297598327668531,2109.6,Low
0.3,0.3058717222965433,0.2949563203419443,2346.6,Low
0.3,0.3052960798983045,0.297965399333682,82.5,Low
0.3,0.30222750602547,0.2993701302170314,816.3,Low
0.3,0.3057809498808865,0.2975412089419968,1998.9,Low
0.3,0.3016206992708858,0.2983248513308536,2012.1,Low
0.3,0.3057111172877694,0.2993804583529967,1009.2,Low
0.3,0.305665852916827,0.2974261317319806,648.9,Low
0.3,0.3048554547479086,0.2976968980659414,1932.6,Low
0.3,0.3038935532401406,0.2955171121086465,1747.8,Low
0.3,0.3052834414097621,0.2993397325190635,372.6,Low
0.3,0.3019702156216944,0.2975393896565237,341.1,Low
0.3,0.3051389782652836,0.2977481289199565,2042.4,Low
0.3,0.3038218971439299,0.2960131173078742,1709.7,Low
0.3,0.3003754500892257,0.2946388516050532,2248.8,Low
0.3,0.3022792310522136,0.2988849581962723,2460.3,Low
0.3,0.3011444029074045,0.295047353617021,1881.6,Low
0.3,0.305896427521964,0.2962245766043178,2088.3,Low
0.3,0.3030267107501279,0.2995333166441203,1177.5,Low
0.3,0.3031351307833423,0.2953287345287524,2790.3,Low
0.3,0.3039449933434727,0.2966351782117066,2011.5,Low
0.3,0.3024009322549388,0.2951404056998932,749.1,Low
0.3,0.3010803315486079,0.2973694522126441,2684.1,Low
0.3,0.3049860710792072,0.295906634075408,2674.2,Low
0.3,0.3013821330978457,0.2985668160293024,153.6,Low
0.3,0.3032145182005147,0.2986064859239364,2838.3,Low
0.3,0.301578607065156,0.297760504273684,1768.8,Low
0.3,0.300857713561616,0.296739189113932,2185.2,Low
0.3,0.3052144916493036,0.2956157972936978,2310.6,Low
0.3,0.3058456410874318,0.2958992125101977,914.4,Low
0.3,0.305776757550959,0.2950183359899404,2241.6,Low
0.3,0.3054673663455607,0.2972695375800364,2682.6,Low
0.3,0.3047120697963822,0.2944985832496587,1253.4,Low
0.3,0.3021989273665633,0.2990777439726287,647.6999999999999,Low
0.3,0.3007622779229316,0.2986329411398148,288.0,Low
0.3,0.3026212746770587,0.2958028098208473,30.9,Low
0.3,0.3016237346103743,0.2982534957236456,1739.7,Low
0.3,0.3010551795181205,0.2987618338866405,2127.0,Low
0.3,0.3006045349361849,0.2946469856538827,708.3,Low
0.3,0.3044358878760002,0.2993101151750517,2645.4,Low
0.3,0.3003651365141627,0.2940486146876164,2307.6,Low
0.3,0.3046923102664658,0.2947832409251903,651.6,Low
0.3,0.3011375958787821,0.2947509308400918,2240.7,Low
0.3,0.3007532758707445,0.2961163355434891,412.5,Low
0.3,0.30081073729516,0.2984183226249408,1380.0,Low
0.3,0.3041306725019173,0.2951508781380548,2829.0,Low
0.3,0.3016985930961611,0.2993933367785064,335.1,Low
0.3,0.3026970749600765,0.2963819425337973,2078.7,Low
0.3,0.3034770021105463,0.2971967900797122,409.8,Low
0.3,0.3052051416908241,0.2954226810577153,2878.8,Low
0.3,0.3044441522974546,0.2995645216464822,403.5,Low
0.3,0.3018408690598607,0.2974953226286436,1950.6,Low
0.3,0.3010494519559594,0.2969805619112933,1040.7,Low
0.3,0.3006156336264008,0.2988315524147779,1164.9,Low
0.3,0.3020191122165414,0.2973360949353343,1273.8,Low
0.3,0.3017940734506661,0.2945102771894504,2412.9,Low
0.3,0.3029000012307627,0.2970287849220883,2488.8,Low
0.3,0.3041947036126218,0.298264875787585,2868.9,Low
0.3,0.3042650650401415,0.2966656901521194,340.5,Low
0.3,0.3019160574255183,0.2993531981228718,358.5,Low
0.3,0.3024655836486306,0.298022669306247,2795.1,Low
0.3,0.3013325604819003,0.295233270572365,696.3,Low
0.3,0.3047947094201471,0.2960410887735963,2120.1,Low
0.3,0.3006240340356694,0.29956328634595,1822.2,Low
0.3,0.3042728842778324,0.2964517068073804,807.0,Low
0.3,0.3047385637568642,0.2984611615414723,214.8,Low
0.3,0.3047312231025378,0.2941382260497771,1266.9,Low
0.3,0.3017787086167685,0.2952329841245473,1238.4,Low
0.3,0.3024307348862156,0.2989709238344021,351.3,Low
0.3,0.3036493179206194,0.2975023896372183,208.8,Low
0.3,0.3018550848438194,0.2969071731004233,2315.1,Low
0.3,0.3024138609555419,0.2986604812313843,2016.9,Low
0.3,0.3014232093970581,0.2956855820352562,1896.3,Low
0.3,0.3029211785374092,0.2949041410664677,1560.3,Low
0.3,0.3005542901171484,0.2996745518062795,1970.7,Low
0.3,0.3048588365420525,0.2989406266876312,2924.7,Low
0.3,0.3007386517478238,0.2980842618168201,1809.0,Low
0.3,0.3032573603483397,0.2940905717023677,417.0,Low
0.3,0.3020488175674076,0.297394191092549,1004.7,Low
0.3,0.3035919948083388,0.2987295638110353,469.2,Low
0.3,0.3057687700427505,0.2990107154275593,2614.8,Low
0.3,0.3039797503933992,0.2945622698669912,947.1,Low
0.3,0.3005015658838063,0.2950816087186778,1516.2,Low
0.3,0.3027532939051959,0.2961699865383539,2878.2,Low
0.3,0.303207096058214,0.2966237347547046,240.9,Low
0.3,0.3033562117198097,0.2952702235592769,780.6,Low
0.3,0.3041839373104418,0.2978865419316691,486.0,Low
0.3,0.301882297757071,0.2960528284542946,411.6,Low
0.3,0.301034505223158,0.2954999809840657,1337.4,Low
0.3,0.3025382513563184,0.296418802260411,1065.9,Low
0.3,0.3057515126199369,0.2987382278651327,1581.6,Low
0.3,0.3013666460829798,0.2940803426605138,2636.4,Low
0.3,0.3054527085430909,0.2950761852982215,395.7,Low
0.3,0.3033996939154407,0.2969034264235314,1630.5,Low
0.3,0.3029043951033808,0.2961661699991849,741.0,Low
0.3,0.3053276360383103,0.2953675668532096,2427.3,Low
0.3,4.654779121011311,0.2970860644531402,4024.53,Low
4.61,4.678039843290805,4.540650811614846,17955.95,Low
4.61,4.649560627927976,4.537689245428768,34708.69,Low
4.61,4.693795248374195,4.565185542751734,12202.67,Low
4.61,4.67504929151855,4.5889433896840846,18509.15,Low
4.61,4.675889895731803,4.553031581576128,36584.96,Low
4.61,4.643315029972388,4.556839840566723,38622.58,Low
4.61,4.680896241317325,4.561551758059087,33016.82,Low
4.61,4.670322587846615,4.6002588005902165,21284.370000000003,Low
4.61,4.635633375745329,4.5372832398085885,33385.62,Low
4.61,4.628671595461483,4.558204544070232,9229.22,Low
4.61,4.684365929252973,4.567669239295812,530.1500000000001,Low
4.61,4.698623402759855,4.534013590402283,18873.34,Low
4.61,4.654738379879707,4.588144869909787,11548.05,Low
4.61,4.666374303040702,4.581593429841241,3144.0200000000004,Low
4.61,4.689737926404914,4.549356308239548,29762.160000000003,Low
4.61,4.654658202279265,4.57122481651273,24764.92,Low
4.61,4.69798468542578,4.578844160958467,43435.420000000006,Low
4.61,4.665040044283511,4.5830881902444585,13216.87,Low
4.61,4.6865009921022285,4.562844840396199,23031.56,Low
4.61,4.694215621295772,4.537460725355158,15194.56,Low
4.61,4.686041731285939,4.5348514993372415,16010.53,Low
4.61,4.628573112853494,4.53614399991696,25756.070000000003,Low
4.61,4.669695214277415,4.527816332493463,32800.15,Low
4.61,4.649508856712498,4.6009455230542935,21422.67,Low
4.61,4.620103027467725,4.519357625240483,23925.9,Low
4.61,4.651750984943032,4.568036237934237,29706.840000000004,Low
4.61,4.637268137418843,4.588486697165029,7269.97,Low
4.61,4.688977265435254,4.520425704404829,30642.67,Low
4.61,4.617527152239225,4.53311228033928,17817.65,Low
4.61,4.698607296608022,4.523955514046701,42020.15,Low
4.61,4.645736757437657,4.5595669651612285,14069.72,Low
4.61,4.64585395653036,4.539895291392186,30836.29,Low
4.61,4.616040213550066,4.559890144931351,29056.83,Low
4.61,4.630834499367438,4.558139564531255,29577.76,Low
4.61,4.649756319675389,4.522048030527588,13396.660000000002,Low
4.61,4.696006635241544,4.540717311802789,25451.81,Low
4.61,4.623335271738082,4.555745931898229,17766.940000000002,Low
4.61,4.697408961317433,4.5709903181883895,7767.85,Low
4.61,4.690768500390579,4.590996542133764,18186.45,Low
4.61,4.654390084345133,4.59525317649094,10925.7,Low
4.61,4.643225730234082,4.579142242312448,20685.07,Low
4.61,4.634996058283552,4.544707267404166,13189.21,Low
4.61,4.66843096364031,4.588611906122312,12755.87,Low
4.61,4.617507003467339,4.59387523145602,1544.35,Low
4.61,4.615976935184898,4.598579231350922,13133.89,Low
4.61,4.652168217333621,4.531267016802283,7306.85,Low
4.61,4.620572608139446,4.584264183512001,40346.72,Low
4.61,4.636677511160475,4.587797507850712,12636.01,Low
4.61,4.633981484575164,4.57115510971129,28877.04,Low
4.61,4.636787016658185,4.550253303699456,1424.49,Low
4.61,4.626089127702144,4.554039507863804,8948.01,Low
4.61,4.615664252763605,4.524486812695377,11621.81,Low
4.61,4.624725269586383,4.545656061099881,6407.900000000001,Low
4.61,4.668782685930721,4.556166911926952,2982.67,Low
4.61,4.699945101680734,4.543061116532768,22003.53,Low
4.61,4.701354318686719,4.547254459678187,1263.14,Low
4.61,4.650439048213727,4.538166574018823,32648.020000000004,Low
4.61,4.628883178177422,4.555251179257617,10902.65,Low
4.61,4.670559142327735,4.534679399261143,41591.420000000006,Low
4.61,4.657555845304204,4.526553980660713,12267.21,Low
4.61,4.701272402392343,4.544385594511579,41222.62,Low
4.61,4.6203299955044255,4.574066076634112,30458.27,Low
4.61,4.683213504451907,4.580866706343547,24769.53,Low
4.61,4.6398708243812665,4.549578907584089,23395.75,Low
4.61,4.635755856932507,4.55008312177854,44329.76,Low
4.61,4.672638775420547,4.603295673712236,25087.620000000003,Low
4.61,4.63616267437336,4.539950688562501,22031.19,Low
4.61,4.67293260010701,4.585956013698758,3568.1400000000003,Low
4.61,4.6599210530217485,4.60061720669812,28664.980000000003,Low
4.61,4.651755954497096,4.5919712814096085,24124.13,Low
4.61,4.6631951051606535,4.547862561978587,36036.37,Low
4.61,4.639752842629761,4.55957563986943,10446.26,Low
4.61,4.67649887852245,4.531206723210638,4679.150000000001,Low
4.61,4.650947313184927,4.5960833216282895,39309.47,Low
4.61,4.64619018564296,4.532732637453487,11133.15,Low
4.61,4.687192059145937,4.548376101141638,33915.770000000004,Low
4.61,4.695627851817981,4.5865643212497895,11534.22,Low
4.61,4.618639780360619,4.540844437123285,39046.7,Low
4.61,4.634985798301959,4.540456617311009,33251.93,Low
4.61,4.645136811573854,4.595930141215188,43785.780000000006,Low
4.61,4.6859929139280405,4.582051923822671,42992.86,Low
4.61,4.700929194147277,4.549431823065049,38581.09,Low
4.61,4.699482231612077,4.572055465266444,8657.58,Low
4.61,4.693874425586718,4.5383621951776885,6264.990000000001,Low
4.61,4.640585363256959,4.5584380426096605,39323.3,Low
4.61,4.701500264810674,4.530325626215573,26664.24,Low
4.61,4.636456701396135,4.595665231310421,29614.640000000003,Low
4.61,4.623886320106135,4.541121120200018,32136.31,Low
4.61,4.697903939202343,4.564692185021659,17997.440000000002,Low
4.61,4.635055280176451,4.559896546179321,38581.09,Low
4.61,4.67502680233816,4.580510449213719,35082.100000000006,Low
4.61,4.61972143348311,4.581822758368941,26383.03,Low
4.61,4.678612809992576,4.588765083810132,3918.500000000001,Low
4.61,4.6918398733983215,4.572688651664677,40448.14,Low
4.61,4.638472747673864,4.584457054657108,28093.34,Low
4.61,4.647811593527422,4.588771717797002,38627.19,Low
4.61,4.64739460269708,4.521146296014841,27374.18,Low
4.61,4.680196363477941,4.566200982997344,4697.59,Low
4.61,4.635439536373995,4.545993264886417,631.57,Low
4.61,4.629662612945584,4.572618362796312,15425.06,Low
4.61,4.653963455508559,4.555481765979999,25092.230000000003,Low
4.61,4.64127838780218,4.561664887269744,9473.55,Low
4.61,4.688114575218636,4.5517246450859545,17771.550000000003,Low
4.61,4.63543380654071,4.5420861883978185,3443.67,Low
4.61,4.658614292581484,4.547238192668243,23026.95,Low
4.61,4.697170897497542,4.538637364188173,34123.22,Low
4.61,4.670141858345455,4.592575196910966,38682.51,Low
4.61,4.690575879024458,4.597153812403295,30817.85,Low
